Date,Time,Location,Operator,Flight #,Route,AC Type,Registration,cn/ln,Aboard,Aboard Passangers,Aboard Crew,Fatalities,Fatalities_Passangers,Fatalities Crew,Ground,Summary,Year
2009-10-22,10:45,"Off Bonaire, Netherlands Antilles",Divi Divi Air,016,"Curacao - Bonaire, Netherlands Antilles",Britten-Norman BN-2A-8 Island,PJ-SUN,377,10,9,1,1,0,1,0,"While on approach, the right engine failed and the pilot was not able to maintain altitude. The plane ditched into the ocean.Nine passengers were rescued but the pilot was not able to leave the sinking plane and died.",2009
2009-11-01,21:19,"Off Mongokhto, Russia",Military - Russian Navy,,Ferrying,Tupolev Tu-142M3,RF-76801,93495866/7207,11,0,11,11,0,11,0,Crashed 20 miles offshore in the Tartar Strait while on approach.,2009
2009-11-01,08:49,"Mirny, Russia",Russian Ministry of Interior,,Mirnyy - Irkutsk,Ilyushin Il-76,RF-76801,93495866/7207,11,0,11,11,0,11,0,"While taking off the aircraft barely rose off the ground, banked to the right and crashed 1.5 km from the airport. Seven crew as well as four members from a replacement crew were on board.",2009
2009-11-14,02:00,"Near Reno, Nevada",Mountain Lifeflight,,"Reno, NV - Susanville, CA",Aerospatiale AS350,N5793P,1476,3,0,3,3,0,3,0,"The medical helicopter crashed and burned about 29 miles northwest of Reno, while returning to its base in Susanville, after dropping off a patient at a Reno hospital. All three crew members aboard were killled.",2009
2009-11-28,08:16,"Shanghai, China",Avient Aviation,324,"Shanghai, China - Bishkek, Kyrgyzstan",McDonnell Douglas MD-11F,Z-BAV,48408/457,7,0,7,3,0,3,0,"The cargo plane veered off the runway, crashed and burned after the tail struck the ground as it attempted to take off.",2009
2010-01-22,00:10,"Off Sand Point, Alaska",Alaska Central Express,22,Sand Point - Anchorage,Beechcraft 1900C-1,N112AX ,UC-45,2,0,2,2,0,2,0,The cargo plane crashed into the water shortly after taking off with a cargo of fish and mail.,2010
2010-04-13,23:15,"Monterey, Mexico",Airborne Freight Company Union,302,Mexico City - Monterey - Los Angeles,Airbus A300B4-203F,XA-TUE,078,5,0,5,5,0,5,2,"The cargo plane was making a stop at Monterey on its way to Los Angeles when it crashed 1.5 km from the airport, while making a final approach to General Mariano Escobedo International Airport. The aircraft was cleared to land on Runway 11, when the crew decided to abort the landing. The plane then crashed onto Avenida Miguel Aleman roadway, striking a car and killing the driver. The plane then broke apart and burst into flames.",2010
2010-04-21,21:10,"Pampanga, Philippines",Interisland Airlines,,Cebu - Pampanga,Antonov An-12BP,UP-AN216,402001,6,0,6,3,0,3,0,"An electrical fire forced the cargo plane's pilot to attempt an emergency landing in a rice field when the plane crashed, broke into pieces, and burst into flames.",2010
2010-07-05,17:40,"Tuzla, Romania",Military - Romainian Air Force,,Tuzla - Tuzla,Antonov AN-2,53,1G194-53,14,10,4,12,0,3,0,"The military plane, on parachuting training flight, crashed 2 km from the airport  into a field shortly after taking off. Operational errors upon take-off most likely caused the accident.",2010
2010-07-28,18:22,"Near Elmendorf AFB, Alaska",Military - US Air Force,,Practice maneuvers,McDonnell Douglas C-17A Globemaster III,00-0173,P-73,4,0,4,4,0,4,0,"The cargo plane took off from runway 6 to practice for upcoming maneuvers. After the initial climb, the pilot made a sharp right turn. As the aircraft banked, the stall warning system activated . Instead of implementing stall recovery procedures, the pilot continued the turn as planned and the aircraft entered a stall from which recovery was not possible. The aircraft impacted a wooded area northwest of the airfield.",2010
2010-08-01,15:15,"Near Denali National Park, Alaska",All West Freight,,Palmer-Wolf - Unalakleet,Fairchild C-123K,N709RR,20158,3,0,3,3,0,3,0,"The cargo plane crashed into Mount Healy while en route. The pilot's failure to maintain adequate airspeed to avoid a low altitude stall, resulting in a loss of control and collision with terrain.",2010
2010-08-27,,"Buena Vista, Venezuela",Military - Venezuelan National Guard,,Buena Vista - Cararabo,Mi 17V-5,GN10139,,10,NULL,NULL,10,0,NULL,0,"The helicopter crashed while taking off on a counter-drug mission, killing all 10 soldiers on board. They were searching for a group of suspected drug traffickers in southwestern Apure state.",2010
2010-09-03,19:39,"Dubai, United Arab Emirates",United Parcel Service- UPS,006,"Dubai - Bonn, Germany",Boeing B747-44AF,N571UP,35668/1393,2,0,2,2,0,2,0,"The cargo plane crashed 10 km North of Dubai Airport shortly after taking off. The plane was attempting to return to the airport when the accident happened. The data recorder indicated there was smoke or fire coming from the cargo area. The cargo plane's pilots struggled to see their primary flight instrument displays as thick smoke filled the cockpit. The pilots could  not manually control the plane’s elevation and direction, probably because cables running above the likely location of a cargo fire lost tension. The fire began near where a shipment of lithium batteries were stored.",2010
2010-09-21,,"Chopan district, Zabul Province, Afghanistan",International Security Assistance Force,,,Sikorsky UH-60 Black Hawk,	93-26517,,13,NULL,NULL,10,0,NULL,0,The military helicopter crashed while en route. There were no reports of enemy fire prior to the accident.,2010
2010-10-06,,"Rasht Valley, Tajikistan",	Military - Tajik National Guard,,,Mi-8,,,28,NULL,NULL,28,0,NULL,0,The military helicopter crashed after hitting power lines.,2010
2010-10-12,19:50,"Near Kabul, Afghanistan",National Air Cargo,,Bagram AB - Kabul,Lockheed L-100 Hercules,5X-TUC,4362,8,0,8,8,0,8,0,The cargo plane crashed into a mountainside about 18 miles east of Kabul Airport.,2010
2010-10-21,,"Near Bugulumisa, Congo",Tracep,,Bukavu - Shabund,Let 410UVP,9Q-CUA,X0101,2,0,2,2,0,2,0,The cargo plane experienced an engine failure 5 minutes after taking off causing the aircraft to crash.,2010
2010-11-25,12:07,"Strezhevoy, Russia",NARZ,,,Mil Mi-8T,RA-22376,7257,10,NULL,NULL,7,0,NULL,0,"The helicopter, which was delivering workers to a drilling site, crashed and burned while attempting to land, after the tail rotor became entangled in wires.",2010
2010-11-28,01:53,"Karachi, Pakistan",Sun Way,4412,Karachi - Khartoum,Ilyushin Il-76TD,4L-GNI,43452546,8,0,8,8,0,8,4,"The cargo plane, carrying 31 tons of relief supplies for Sudan, crashed into buildings of the Naval Housing Colony while attempting to return to runway 07R shortly after taking off from Karachi. The cause of the occurrence was uncontained failure of the 2nd stage disk of LP compressor of Engine # 4 due to fatigue fracture which resulted in in-flight fire and damage to adjacent areas of right wing / flaps to an extent that flight could not be sustained.",2010
2011-04-19,13:57,"	Tawang, India",	Pawan Hans Helicopters Ltd.,,,	Mil Mi-172,	VT-PHF,356C06,23,NULL,NULL,18,0,NULL,0,"The helicopter crashed into a hill as it attempted to land at a high altitude helipad Six, including the copilot escaped with minor injuries..",2011
2011-07-06,23:00,"Near Bagram Air Base, Afghanistan",Silk Way Airlines,,"Baku, Azerbaijan - Bagram Air Base, Afghanistan",Ilyushin76TD,4K-AZ55,2053420680,9,0,9,9,0,9,0,"While flying at 12,500 feet, the cargo plane crashed into a mountain peak, exploded and burned about 15 miles from Bagram. The aircraft was loaded with fuel for the International Security Assistance Force in Afghanistan.",2011
2011-07-28,04:12,"Off Jeju, South Korean",Asiana Airlines,991,Seoul - Shanghai,Boeing B-747-48EF,HL-7604,29907/1370,2,0,2,2,0,2,0,"The cargo plane crashed into the sea about 70 miles west of Jeju after the crew reported a fire in a cargo hold. The plane was carrying 58 tons of electronic and machine parts, including lithium batteries.",2011
2011-08-06,,"Tangi Valley, Afghanistan",Military - U.S. Army,,,Boeing CH-47 Chinook,,,38,NULL,NULL,38,0,NULL,0,"Thirty-eight people, including 31 U.S. special forces troops and 7 Afghan soldiers were killed when their helicopter was shot down with a rocket-propelled grenade during overnight operations against Taliban insurgents.",2011
2011-09-16,16:25,"Reno, Nevada",Private - Aero Trans Corp,,Air race,North American P-51D-15-NA Mustang,N79111,109-35934,1,0,1,1,0,1,10,The pilot of the aircraft participating in an air race lost control and dove into the spectator box seating area disintegrating upon impact. A section of the left elevator trim tab separated in flight. Investigation determined that the looseness of the elevator trim tab attachment screws and a fatigue crack in one of the screws caused a decrease in the structural stiffness of the elevator trim system.,2011
2011-09-22,13:15,"Yellowknife, Northwest Territories, Canada",Arctic Sunwest Charters,,Thor Lake - Great Slave Lake,De Havilland Canada DHC-6-300 Twin Otter,C-GARW ,367,9,7,2,2,0,2,0,"While coming in for a landing at Great Slave Lake the float plane hit powerlines, two cars and part of a building.  The pilot attempted to abort the landing after an aircraft float dug into the water. A cross-wind flipped the plane on end and it clipped power lines in front of a building, spinning it 90 degrees. The plane then crashed, floats first, into a façade. The fuselage then rotated on the ground and, the floats demolished two vehicles and came to rest in a parking lot facing back the way it had come.",2011
2011-10-27,04:12,"Vancouver, BC, Canada",Northern Thunderbird Air Inc.,,Vancouver - Kelowna,Beechcraft 100 King Air,C-GXRX,B-36,9,7,2,1,0,1,0,"After taking off, the pilot reported problems with the aircraft and began returning to the airport. The plane crashed 900 meters short of Runway 26L. The plane took off even though the passengers reported an oil leak under one of the wings to the crew. Shortly after taking off the captain reported he was returning to the airport due to an oil problem.",2011
2012-03-15,07:15,"Near San Juan, Puerto Rico",Jet One Express,,San Juan - Saint Croix,Convair CV-340,N153JR,117,2,0,2,2,0,2,0,"The cargo plane just took off and was carrying 2,500 lbs of bread when the pilot radioed he was having engine trouble and returning to the airport. The plane crashed in the Torrecilla Lagoon, killing both pilots.",2012
2012-03-16,10:45,"Kabul, Afghanistan",Military - Turkish Army (NATO),,,Sikorsky S-70A-28,10981,,12,NULL,NULL,12,0,NULL,4,The helicopter crashed on the outskirts of Kabul in the Bagrami District. It appeared the plane was trying to make an emergency landing when it crashed into houses killing four people on the ground.,2012
2012-06-02,15:30,"Accra, Ghana",Allied Air,111,"Lagos, Nigerai - Accra, Ghana",Boeing B-727-200,5N-BJN, 22540/1796,4,0,4,0,0,4,12,"While on approach to Runway 21 at Kotika International Airport, the cargo plane overran the runway, broke through the perimeter fence, went across a main road and collided with a bus.",2012
2012-06-21,14:45,"Jakarta, Indonesia",Military - Indonesian Air Force,,Training flight,Fokker F-27 Friendship 400M,A-2708,10546,7,0,7,7,0,7,4,The plane was attempting to land on runway 18 during a training exercise when it crashed about 1 mile from the runway into houses in the Rajawali housing complex.,2012
2012-10-07,12:00,"Near Omdurman, Sudan",Military - Sudanese Air Force,,,Antonov An-12BP,ST-ASA,402010,22,16,6,15,0,NULL,0,"The transport, carrying military personnel and equipment, crashed 25 miles southwest of Omdurman after experiencing engine trouble. The captain reported that both engines stopped working prior to the crash.",2012
2012-11-21,,"San'a, Yemen",Military - Yemen Air Force,,Training,Antonov An-26,420,,10,0,10,10,0,10,0,"The military transport crashed into the abandoned Al-Hasaba marketplace about 6 miles from Sanaa International Airport, shortly after taking off from runway 18. The crew was trying to make an emergency landing after an engine failed.",2012
2012-11-30,17:50,"Near Brazzaville, Congo",Aero Service,,Pointe Noire - Brazzaville,Ilysushin Il-76T,EK-76300,083410300,7,0,7,7,0,7,25,The cargo plane crashed into a dozen houses in the Mselou district in Bazzaville while attempting to land at the local airport. The plane caught on fire and came to rest in a ravine. There was heavy rain and thunderstorms in the area at the time of the accident.,2012
2012-12-25,08:50,"Heho, Myanmar",Air Bagan,W9-011,Mandalay - Heho,Fokker 100,XY-AGC,11327,71,65,6,1,0,1,1,"The passenger plane crash in a field two miles from Heho Airport and caught fire, after attempting to land in foggy weather. A tour guide and an 11-year-old child on board the plane, and a man riding a motorcycle on the ground were killed. Eleven others were injured.",2012
2012-12-29,16:33,"Moscow, Russia",Red Wings Airlines,9268,"Pardubice, Czech Republic - Moscow, Russia",Tupolev TU-204-100V ,RA-64047,1450744864047,8,0,8,5,0,5,0,"While attempting to land on a snow covered runway and heavy cross winds the plane overran the runway, penetrated the perimeter fence and collided with a highway embankment. The aircraft broke in three. The plane's impact with the highway embankment sent the severed nose sliding over the icy road while the rest of the jet rested just past the airport's fence - its tail linked to the rest of the body by only a tangle of wreckage. There were no passengers on board.",2012
2013-03-08,08:15,"Near Dillingham, Alaska",Ace Air Cargo,51,King Salmon - Dillingham,Beechcraft 1900C,N116AX,UC-17,2,0,2,2,0,2,0,"The cargo plane crashed about 20 miles northeast of Dillingham while on approach to Dillingham Airport. Wreckage was discovered on Saturday with the pilot and copilot fatally injured. The aircraft was badly fragmented in three sections. The flight crew's failure to maintain terrain clearance, which resulted in controlled flight into terrain in instrument meteorological conditions. Contributing to the accident were the flight crew's failure to correctly read back and interpret clearance altitudes issued by the air traffic controller, their failure to adhere to minimum altitudes depicted on the published instrument approach chart, and their failure to adhere to company checklists. Also contributing to the accident were the air traffic controller's issuance of an ambiguous clearance to the flight crew, which resulted in the airplane's premature descent, his failure to address the pilot's incorrect read back of the assigned clearance altitudes, and his failure to monitor the flight and address the altitude violations and issue terrain-based safety alerts.",2013
2013-04-13,15:35,"Denpasar, Indonesia",Lion Air,904,Bandung - Denpasar,Boeing B-737-8GP,PK-LKS,38728/4350,108,101,7,0,0,0,0,"The airliner came down in the ocean, 150 feet short of the runway, while on final approach to Denpasar-Ngurah Rai Bali International Airport. All 101 passengers and crew of 7 survived. Forty-five people were injured.",2013
2013-04-29,15:25,"Bagram Air Base, Afghanistan",National Air Cargo,102,Bagram - Dubai Al Maktoum,Boeing B-747-428BCF,N949CA,25630/960,7,0,7,7,0,7,0,"The civilian cargo plane crashed and burned shortly after taking off from runway 03 at Bagram Air Base. The plane was carrying 5 armored vehicles. The airline's cargo operations manual did not explain how to account for the orientation of the tiedown straps when calculating how many were needed, and the inexperienced and uncertified loadmaster used too few straps. When the plane began climbing, the rearmost vehicle, weighing 28,000 pounds, broke free and smashed into the tail, severing two hydraulic  systems and the elevator jackscrew, leaving the plane uncontrollable.",2013
2013-08-09,08:00,"Mogadishu, Somalia",Military - Ethiopian Air Force,,Dire Dawa - Mogadishu,Antonov An-12,,,6,0,6,4,0,4,0,The cargo plane crashed on the runway and caught fire while attempting to land at Mofadisu International Airport.,2013
2013-08-14,04:49,"Birmingham, Alabama",United Parcel Service,1354,Louisville - Birmingham,Airbus A300F-622R,N155UP,841,2,0,2,2,0,2,0,"The cargo plane was on approach when it struck trees, crashed and burst into flames. The flight crew’s failure to properly configure and verify the flight management computer for the profile approach. The captain’s failure to communicate his intentions to the first officer once it became apparent the vertical profile was not captured.",2013
2014-05-08,12:45,"Near San Vicente del Caguan, Colombia",Alisansa Colombia,,Villavicencio - Florencia,Douglas DC-3C,HK-4700,9700,6,0,6,6,0,6,0,The Cargo plane sruck the side of a mountain about 25 miles north of San Vicente del Caguán while en route. The accident was the result of a controlled flight into terrain. The crew failed to evaluate properly the risks and the danger of poor weather conditions and decided to perform the flight in VFR mode.,2014
2014-07-02,,"Near Nairobi, Kenya",Skyward International Aviation,,"Nairobi - Mogadishu, Somalia",Fokker 50,5Y-CET,20262,4,0,4,4,0,4,0,"The cargo plane, transporting the mild stimulant known as Khat to the Somali capital, Mogadishu, crashed into a commercial building after taking off from Jomo Kenyatta International Airport. While climbing by night, crew lost control of the aircraft.",2014
2014-07-07,07:50,"Thach That district, Vietnam",Military - Vietnam People's Army Air Force,,Training,Mil Mi-171,,,19,21,2,18,0,NULL,0,"The helicopter crashed about  40 km west of Hanoi, 15 minutes after taking off during a parachute training mission.",2014
2014-12-28,03:00,"Near Uvira, Congo",Air Sirin,902,"Bujumbura, Burundi - Pointe Noire, Congo",Antonov An-26,4L-AFS,8606,6,0,6,6,0,6,0,The cargo plane impacted a mountainside while en route.,2014
2015-07-31,,"Near Agustin Codazzi, Colombia",Military - Colombia Air Force,,Palanquero AB -Valledupar,CASA CN-235-100,FAC1261,C-118,11,0,11,11,0,11,0,The military transport crashed while en route after the crew reported engine problems. The weather was reported to be poor at the time of the crash.,2015
2015-08-12,08:45,"Ninia, Indonesia",Komala Air,,Wamena - Ninia,Pacific Aerospace,PK-KIG,650-0151,6,4,2,1,0,1,0,"Strong winds forced the crew to enter a holding pattern for 40 minutes. While attempting to land, the pilot touched down half-way down the runway and was unable to stop within the remaining distance. The plane overran the runway and went down an embankment before coming to rest. The copilot was killed.",2015
2015-10-31,08:30,"Near Ilaga, Indonesia",Trigana Air Service,,Timik - Ilaga,de Havilland DCH-4T Caribou,PK-SWW,303,4,0,4,4,0,4,0,"The cargo plane carrying construction materials, hit the slope of a mountain in Iiaga Pass, 12 km south of Ilaga airport and disintegrated upon impact.",2015
2016-01-08,00:20,"Akkajaure Lake, Norrbotten, Sweden",West Air Sweden,294,Oslo - Tromsø,Canadair CRJ-200,SE-DUX,7010,2,0,2,2,0,2,0,"While en route, the crew of the cargo plan sent a unintelligible mayday message. The plane went into a near vertical dive and disintegrated on impact with the ground. The PC ,while flying at night, one Inertial Reference Unit failed and suddenly the instruments for the pilot flying showed the plane pitching steeply up, which he tried to correct.  Due to the plane's unusual attitude, the instruments went into a ""declutter"" mode, which among other things removed the indication that the two pilots' instruments were conflicting.",2016
2016-02-26,,"250 miles northwest of Kathmandu, Nepal",Kasthamandap Airlines,,Nepalganj - Jumla,PAC 750XL,9N-AJB,160,11,9,2,2,0,2,0,The plane went into a steep descent and crashed onto a field in the mountains of the Kalikot district. The plane was reported to be trying to make an emergency landing. Both the pilot and copilot were killed and nine passengers were injured.,2016
2016-03-09,09:05,"Cox's Bazar, Bangladesh",True Aviation Ltd.,,Cox's Bazar - Jessore,Antonov AN-26 ,S2-AGZ,13408,4,0,4,3,0,3,0,"The cargo plane, carrying shrimp, crashed less than 5 minutes after taking off from Cox's Bazar Airport. The pilot declaired an emergency and tried to return to the airport but crashed into the shallow waters of the Bay of Bengal just offshore.",2016
2016-08-05,12:38,"Dubai, United Arab Emirates",Emirates,521,"Thiruvanthapuram, India - Dubai, UAE",Boeing 777-31H,A6-EMW,32700/434,300,282,18,0,0,0,1,"After being cleared to land, the crew informed Dubai tower they were going around. Immediately after being cleared to go-around, the aircraft impacted the runway, losing an engine and catching fire. The plane slid to a stop and all aboard evacuated the plane safely. One fire fighter was killed while fighting the fire.",2016
2016-12-20,17:23,"Puerto Carreno, Colombia",Aerosucre Colombia,,Puerto Carreno - Bogota,Boeing 727-2JOF,HK-4544,21105/1158,6,0,6,5,0,5,0,"After taking off on runway 24, the cargo jet failed to lift off properly, just cleared the perimeter fence, became airborne, turned to the right, lost altitude and crashed in an open field. One engine suffered a flame-out.",2016
2017-01-16,07:19,"Bishkek, Kyrgyzstan",My Cargo Airlines (ACT Airlines),6491,Hong Kong - Bishkek - Istanbul,Boeing 747-412F,TC-MCL,32897/1322,4,0,4,4,0,4,35,"While approaching Bishkek for a fuel stop, the cargo plane crashed past the end of the runway destroying 23 houses. The weather at the time of the accident was freezing fog.",2017
2017-05-05,06:53,"Charleston, West Virginia",Air Cargo Carriers,,Louisville - Charleston,Shorts 300-200,N334AC,SH-3029,2,0,2,2,0,2,0,"The cargo plane was destroyed when it crashed while attempting to land on runway 05 at Charleston Yeager Airport. After touching down hard, the aircraft when off the left side of the runway and fell into a wooded ravine.",2017
2017-05-27,14:02,"Tenzing, Nepal",Summit Air,409,,Let L-410UVP-E20,9N-AKY,2917,3,0,3,2,0,2,0,"The cargo plane crashed short of the runway threshhold whille attempting to land at Lukla-Tenzing Airport, coming to rest on a steep wooded area close to the airport perimeter fence. Both the pilot and copilot were killed.",2017
2018-05-02,11:30,"Port Wentworth, Georgia",Military - US Air Force,,Savannah - Tuscon,Lockheed HC-130H Hercules,65-0968,382-4110,9,0,9,9,0,9,0,A Porto Rico Air National Guard plane crashed onto a highway shortly after taking off from Savannah/Hilton International Airport. The aircraft went into a left bank and crashed to the ground. It was flying to Tucson where it was to be decommissioned. The aircraft was over 50 years old.,2018
2018-07-10,07:44,"Pretoria, South Africa",Rovos Air,,Test Flight,Convair CV-340,ZS-BRV,215,19,16,3,1,0,1,1,"Shortly after takeoff from runway 29, the left engine failed and the crew was unable to gain sufficient height. The captain was cleared to make an emergency landing. While approaching runway 29 from the east, the airplane went out of control, struck the roof of a building and crashed in a field located about 6 km southeast of the airport. The flight engineer was killed along with a person on the ground.",2018
2019-02-23,12:45,"Houston, Texas",Atlas Air serving Amazon ,3591,Miami - Houston,Boeing 767-375ER,N1217A,25865,3,0,3,3,0,3,0,ATC lost radar contact with the cargo jet when it was 30 miles southeast of George Bush International Airport. The plane crashed into Trinity Bay and broke apart in muddy water about 5 feet deep.,2019
2019-07-30,02:00,"Rawalpindi, India",Military - Pakistan Army,,Training,Beechcraft B300 King Air,766,B766,5,0,5,5,0,5,14,"The Pakistani military plane, on a training flight, crashed into residential structures in Mora Kalu Village on the outskirts of Rawalpindi. The aircraft was destroyed killing 18 people, including the 2 pilots, 3 crew members and 14 civilians on the ground.",2019
